tenure_months,monthly_charges,total_charges,num_products,has_support_plan,num_complaints,contract_type,payment_method,age_group,churn
41,87.92,6153.34,2,0,2,monthly,bank_transfer,young,1
5,83.14,2502.35,2,1,9,monthly,bank_transfer,young,1
32,47.06,6511.85,1,1,0,yearly,bank_transfer,young,0
70,44.88,2421.94,3,1,6,monthly,credit_card,young,1
35,114.21,3625.98,4,0,0,two_year,bank_transfer,young,0
22,49.83,5843.45,2,1,8,monthly,bank_transfer,middle,0
65,97.55,5574.07,1,1,0,monthly,bank_transfer,young,0
22,59.31,7900.21,1,1,4,yearly,bank_transfer,senior,0
11,33.93,1878.77,4,1,6,monthly,e_wallet,young,0
3,21.07,5332.31,1,0,2,two_year,bank_transfer,middle,0
9,74.43,4916.49,2,0,8,monthly,credit_card,young,1
60,117.58,7329.28,1,1,7,two_year,bank_transfer,senior,1
14,56.91,1335.26,3,0,2,yearly,bank_transfer,senior,0
18,55.72,6039.21,3,1,4,monthly,e_wallet,middle,0
23,54.41,4589.32,2,1,6,yearly,bank_transfer,middle,1
47,72.05,2269.86,3,1,3,monthly,e_wallet,middle,0
69,64.07,3848.04,4,0,4,two_year,credit_card,middle,0
47,107.99,2736.84,1,1,2,yearly,e_wallet,young,0
30,70.55,4676.58,2,0,8,monthly,bank_transfer,young,1
25,70.78,7123.1,4,0,9,two_year,credit_card,senior,0
28,33.84,4597.51,1,1,8,yearly,bank_transfer,middle,1
25,118.27,5090.61,4,0,6,monthly,e_wallet,middle,0
58,45.0,4198.11,2,0,9,yearly,credit_card,young,1
41,27.34,504.21,2,1,1,monthly,credit_card,middle,0
25,86.31,1939.58,4,0,6,two_year,e_wallet,senior,1
48,79.54,3986.81,1,0,6,two_year,e_wallet,senior,0
10,61.51,2550.86,3,1,4,yearly,credit_card,middle,1
11,62.22,1535.93,3,1,8,yearly,credit_card,senior,1
21,98.51,4082.65,4,0,2,monthly,e_wallet,senior,0
45,39.57,2650.2,2,1,3,two_year,bank_transfer,young,0
7,102.03,2139.05,1,1,0,monthly,credit_card,senior,1
64,84.87,3765.48,1,0,5,two_year,e_wallet,middle,1
64,61.9,1152.95,2,0,3,yearly,bank_transfer,middle,0
2,65.8,7429.19,3,1,0,monthly,credit_card,senior,0
42,45.66,6954.85,1,0,1,monthly,credit_card,middle,1
54,95.21,5690.2,4,1,2,two_year,e_wallet,young,0
16,71.29,939.09,3,1,8,two_year,bank_transfer,senior,1
18,52.09,6229.43,4,0,7,two_year,credit_card,senior,0
59,79.61,6482.86,3,0,6,yearly,bank_transfer,senior,0
16,119.57,6165.34,2,1,3,monthly,bank_transfer,middle,1
6,63.53,1000.33,4,1,0,two_year,credit_card,middle,0
57,112.07,5186.87,4,1,7,yearly,bank_transfer,senior,0
47,54.5,6691.17,2,1,3,two_year,credit_card,middle,0
48,25.47,4661.09,4,0,2,monthly,bank_transfer,middle,0
42,40.42,5206.62,3,1,8,two_year,credit_card,senior,0
60,61.87,3721.07,1,0,9,monthly,e_wallet,senior,1
4,41.96,4276.79,1,0,3,yearly,credit_card,middle,1
2,20.02,371.58,2,1,3,yearly,credit_card,senior,1
59,111.5,5147.81,3,0,8,two_year,credit_card,senior,0
27,104.39,743.43,4,0,1,monthly,bank_transfer,senior,0
27,94.23,3536.62,4,1,4,monthly,e_wallet,senior,0
7,36.78,2411.98,1,0,3,monthly,bank_transfer,middle,1
63,32.04,4408.88,4,0,8,two_year,bank_transfer,senior,0
46,26.76,1153.99,1,1,4,monthly,credit_card,young,0
63,92.4,5563.98,2,1,8,monthly,bank_transfer,senior,0
12,112.88,6380.59,4,1,8,monthly,credit_card,young,1
13,63.05,1390.5,3,1,1,monthly,e_wallet,senior,1
43,31.91,924.07,4,1,8,two_year,bank_transfer,young,0
17,71.24,1249.57,1,1,2,two_year,bank_transfer,young,0
63,54.88,7029.31,2,1,3,monthly,bank_transfer,senior,1
36,57.48,4272.7,1,0,0,monthly,credit_card,senior,0
8,82.13,3791.36,4,0,0,yearly,credit_card,senior,0
69,91.87,943.02,1,1,0,yearly,bank_transfer,young,0
36,31.06,5231.49,1,0,8,monthly,bank_transfer,middle,1
28,23.56,6957.2,2,0,7,monthly,e_wallet,middle,1
47,119.43,6642.67,3,1,4,yearly,e_wallet,senior,0
30,43.27,5045.83,4,0,4,yearly,e_wallet,middle,0
23,25.38,694.7,2,1,8,monthly,e_wallet,middle,1
16,38.99,987.94,3,0,2,two_year,e_wallet,senior,0
14,23.9,489.54,1,1,2,two_year,credit_card,young,1
71,59.18,2134.09,3,0,6,monthly,e_wallet,senior,1
52,100.24,1171.73,1,0,8,monthly,e_wallet,middle,1
37,54.12,2154.38,1,0,5,yearly,bank_transfer,young,1
29,64.42,3141.96,2,1,1,yearly,credit_card,middle,0
67,87.56,7549.56,1,0,0,two_year,e_wallet,young,0
15,70.89,4921.97,2,0,1,monthly,e_wallet,middle,0
47,106.14,6696.29,3,1,0,yearly,e_wallet,senior,0
46,106.6,5711.78,3,1,9,two_year,bank_transfer,middle,0
52,20.99,988.77,1,0,9,two_year,bank_transfer,middle,1
19,97.8,5913.77,2,0,8,two_year,bank_transfer,young,1
21,66.07,2273.28,1,0,9,yearly,e_wallet,middle,1
64,118.88,5148.95,2,0,7,yearly,bank_transfer,senior,0
37,68.32,2793.6,2,1,6,monthly,e_wallet,senior,0
27,118.69,7981.61,2,0,2,monthly,credit_card,senior,0
55,95.46,2182.06,3,0,7,two_year,e_wallet,young,1
29,44.86,2305.13,2,1,1,two_year,bank_transfer,young,0
20,73.84,7452.31,3,0,1,yearly,credit_card,middle,1
25,119.21,294.69,2,0,9,yearly,e_wallet,middle,1
70,105.75,5603.84,3,0,2,monthly,credit_card,middle,0
63,29.74,5830.08,4,1,6,monthly,credit_card,young,1
36,90.64,6707.39,3,1,0,monthly,credit_card,young,0
2,54.56,7798.07,3,0,7,yearly,e_wallet,middle,1
22,20.7,7807.26,1,0,6,two_year,bank_transfer,young,0
16,60.35,615.69,2,1,3,monthly,e_wallet,young,0
18,43.48,6592.53,4,0,4,monthly,bank_transfer,senior,1
69,101.89,5205.85,1,0,9,yearly,e_wallet,senior,1
54,53.73,5214.0,2,1,0,monthly,e_wallet,middle,0
30,102.75,1113.96,4,1,3,two_year,e_wallet,middle,0
45,20.06,5236.48,4,1,0,yearly,bank_transfer,senior,0
19,50.78,7861.61,4,0,0,monthly,e_wallet,young,0
34,44.12,7303.37,2,0,9,monthly,credit_card,middle,0
13,43.36,3569.13,4,0,0,yearly,e_wallet,middle,0
43,26.82,415.59,4,0,6,yearly,credit_card,middle,0
62,38.71,2962.12,1,1,6,monthly,bank_transfer,young,0
22,75.55,6628.48,3,0,3,two_year,bank_transfer,senior,1
52,49.14,5641.84,2,0,1,yearly,e_wallet,middle,0
52,61.74,3728.81,3,1,2,two_year,e_wallet,senior,0
36,57.69,535.3,1,1,7,monthly,e_wallet,senior,1
19,107.59,3472.47,3,0,7,two_year,credit_card,young,0
38,110.53,3805.3,4,1,5,monthly,bank_transfer,young,1
70,69.3,7435.59,4,1,9,monthly,credit_card,young,0
57,53.02,5164.58,2,0,8,monthly,credit_card,young,1
20,30.68,2562.06,2,0,8,monthly,e_wallet,young,1
9,115.34,4250.01,2,0,3,two_year,e_wallet,young,0
32,26.02,621.84,1,0,0,monthly,credit_card,middle,1
4,49.77,7783.29,2,1,0,monthly,credit_card,senior,1
50,49.81,2944.47,1,1,9,two_year,e_wallet,young,0
5,52.04,3875.15,4,0,4,yearly,e_wallet,middle,0
20,36.43,2906.74,3,0,1,two_year,credit_card,senior,0
37,98.32,5491.84,4,1,5,two_year,e_wallet,young,0
22,32.25,5331.63,4,0,6,two_year,e_wallet,young,1
58,83.49,5751.05,4,0,0,monthly,credit_card,middle,1
68,32.38,2218.33,2,0,5,monthly,credit_card,senior,0
44,27.05,2593.78,2,0,7,monthly,bank_transfer,young,0
34,110.94,1089.48,2,1,4,yearly,credit_card,senior,0
42,39.01,5278.53,3,0,6,monthly,e_wallet,middle,0
9,102.13,414.4,2,1,9,yearly,credit_card,young,1
7,74.46,4821.69,1,0,5,monthly,credit_card,senior,1
68,27.79,6970.6,4,0,3,two_year,credit_card,middle,0
19,115.54,7137.57,3,1,6,monthly,bank_transfer,middle,1
31,44.7,3647.4,3,0,9,yearly,bank_transfer,young,1
35,105.96,3728.5,3,1,8,yearly,e_wallet,senior,1
57,36.88,708.06,3,0,9,monthly,bank_transfer,young,0
61,105.39,5399.04,3,0,9,two_year,credit_card,young,0
31,21.32,6587.95,1,0,6,monthly,bank_transfer,senior,1
53,71.18,2032.77,4,0,4,monthly,credit_card,senior,0
32,96.94,3428.28,3,0,6,monthly,bank_transfer,senior,1
66,113.48,6726.83,4,1,2,two_year,bank_transfer,middle,0
59,110.92,7029.25,2,1,1,yearly,bank_transfer,middle,0
10,101.96,2021.12,3,0,4,two_year,credit_card,senior,1
2,108.82,4449.51,3,0,3,yearly,bank_transfer,middle,1
66,39.92,1620.7,4,1,4,yearly,credit_card,young,0
60,48.42,904.84,3,1,7,yearly,credit_card,senior,0
17,48.9,7297.85,3,0,3,two_year,e_wallet,young,0
16,57.71,6582.01,3,0,8,monthly,bank_transfer,senior,1
16,59.33,6104.28,1,1,6,monthly,e_wallet,young,1
46,74.46,485.25,1,0,9,monthly,e_wallet,senior,1
39,35.99,6765.46,3,1,6,monthly,credit_card,young,0
31,89.12,3560.55,1,0,7,monthly,bank_transfer,senior,1
1,36.76,2804.92,2,1,5,two_year,credit_card,senior,1
11,51.03,4417.16,3,1,7,two_year,credit_card,middle,0
4,70.33,821.69,2,0,2,two_year,bank_transfer,young,1
71,99.64,6077.51,4,1,9,two_year,credit_card,middle,1
26,93.95,4701.24,2,0,9,two_year,bank_transfer,young,1
50,84.55,1574.06,4,0,0,two_year,bank_transfer,middle,0
12,35.58,1587.03,3,0,5,two_year,credit_card,senior,0
65,74.7,1555.56,4,0,0,monthly,credit_card,middle,0
47,28.74,550.32,4,1,8,yearly,e_wallet,middle,1
53,57.74,4743.61,2,0,1,two_year,credit_card,senior,0
71,61.35,6738.75,2,0,1,yearly,bank_transfer,middle,0
2,23.98,238.24,2,0,6,two_year,e_wallet,senior,0
24,47.4,487.14,3,0,1,two_year,bank_transfer,young,0
4,115.56,4624.89,3,1,9,monthly,e_wallet,middle,1
19,115.36,6574.02,2,0,7,yearly,credit_card,senior,1
26,55.23,2681.24,3,1,5,monthly,credit_card,senior,1
40,24.31,2861.95,3,1,6,monthly,credit_card,middle,1
50,37.91,4811.14,4,1,6,yearly,bank_transfer,young,0
43,59.22,2266.28,4,0,5,monthly,e_wallet,middle,1
67,114.78,310.21,2,0,9,two_year,bank_transfer,senior,0
12,34.12,5908.31,3,0,8,two_year,e_wallet,young,0
67,96.35,5042.63,4,0,8,two_year,credit_card,middle,0
27,30.87,4687.97,1,1,6,two_year,bank_transfer,senior,0
54,118.13,5959.3,3,1,8,two_year,credit_card,middle,1
66,58.16,5434.32,1,0,9,monthly,bank_transfer,young,1
49,97.52,1726.47,2,0,2,monthly,credit_card,young,1
16,54.26,2884.6,3,0,2,two_year,bank_transfer,young,0
2,82.77,1096.27,2,0,0,two_year,bank_transfer,young,1
60,39.2,1125.87,2,0,4,monthly,e_wallet,young,0
54,34.6,5441.95,2,0,3,yearly,credit_card,middle,1
30,113.81,6882.94,2,0,1,monthly,e_wallet,young,1
38,111.76,7705.59,2,1,8,monthly,e_wallet,young,0
28,108.75,5063.94,3,1,2,monthly,credit_card,senior,1
25,82.54,1554.4,1,1,7,monthly,bank_transfer,young,1
10,100.83,934.64,3,1,5,monthly,e_wallet,senior,0
60,26.9,6521.52,3,0,4,yearly,credit_card,senior,0
42,53.48,4672.18,3,0,0,two_year,bank_transfer,senior,0
40,51.37,4984.45,4,0,3,two_year,e_wallet,middle,1
42,83.56,6273.55,4,0,2,yearly,e_wallet,middle,0
47,55.6,5655.89,3,0,0,two_year,e_wallet,senior,0
37,34.85,6692.22,1,1,4,two_year,bank_transfer,middle,0
22,79.65,544.09,3,0,5,two_year,e_wallet,young,1
57,101.44,6005.41,2,1,1,yearly,bank_transfer,middle,0
27,58.21,6821.74,4,0,2,yearly,e_wallet,young,0
41,33.23,2360.47,4,1,5,two_year,credit_card,young,0
34,39.67,5159.53,3,0,3,two_year,e_wallet,middle,1
32,43.75,2581.88,3,1,8,two_year,credit_card,middle,1
66,49.99,7667.97,1,0,4,monthly,credit_card,senior,0
12,84.28,364.05,1,0,3,monthly,credit_card,middle,0
40,80.09,4680.36,2,0,1,monthly,bank_transfer,middle,1
10,89.61,1415.38,3,0,5,yearly,credit_card,middle,1
48,56.25,5726.54,3,1,9,two_year,e_wallet,young,1
20,102.4,1489.53,3,0,1,yearly,bank_transfer,young,1
39,40.41,1959.53,4,1,6,yearly,credit_card,young,0
60,66.9,4005.53,2,0,2,yearly,bank_transfer,senior,0
66,100.09,7327.2,1,1,8,two_year,bank_transfer,senior,0
65,38.02,1772.54,4,0,4,monthly,bank_transfer,senior,1
51,30.99,1239.5,4,0,7,two_year,e_wallet,young,1
36,108.37,6095.92,4,1,5,two_year,credit_card,middle,1
24,54.29,4054.89,4,0,9,yearly,bank_transfer,senior,1
27,88.39,7303.1,2,0,7,yearly,bank_transfer,senior,0
2,22.53,1258.26,3,1,2,yearly,bank_transfer,young,1
31,89.0,5202.83,1,0,2,monthly,credit_card,senior,1
57,51.61,1939.75,1,1,4,monthly,bank_transfer,middle,0
66,25.57,1338.41,4,0,9,monthly,bank_transfer,young,1
29,80.98,5499.09,4,1,2,two_year,e_wallet,young,0
15,44.08,4790.11,2,1,7,yearly,credit_card,middle,0
12,58.68,6063.14,4,1,9,two_year,e_wallet,middle,1
28,28.06,2544.75,1,1,7,monthly,credit_card,middle,0
24,34.72,3638.98,1,0,1,yearly,credit_card,senior,0
21,49.8,3303.23,3,0,3,monthly,credit_card,middle,1
10,28.98,7874.31,3,1,9,yearly,e_wallet,young,0
18,111.08,2408.77,1,0,0,yearly,e_wallet,middle,0
14,20.6,2429.06,1,0,3,two_year,e_wallet,young,0
34,68.39,2900.93,2,0,3,two_year,e_wallet,young,1
58,32.32,4560.29,2,1,9,monthly,bank_transfer,senior,1
22,50.77,2093.35,1,0,8,two_year,bank_transfer,middle,0
70,112.61,7330.79,4,0,2,two_year,bank_transfer,senior,0
36,36.17,2198.92,3,1,1,two_year,credit_card,middle,0
45,116.58,7176.94,1,0,8,yearly,bank_transfer,middle,0
36,40.58,917.45,4,1,8,two_year,credit_card,middle,1
22,94.16,5286.85,1,1,0,monthly,e_wallet,middle,0
61,74.67,7265.19,3,1,5,yearly,credit_card,middle,0
56,108.45,1433.12,3,0,9,yearly,credit_card,young,1
33,75.4,7749.78,2,0,7,two_year,bank_transfer,young,1
45,73.46,3677.78,2,1,2,yearly,e_wallet,middle,0
36,39.55,7571.15,2,1,8,monthly,e_wallet,young,1
20,36.62,5446.88,2,1,1,monthly,bank_transfer,senior,1
18,111.65,2482.54,3,1,5,yearly,e_wallet,senior,0
38,52.78,1587.59,4,1,0,two_year,e_wallet,senior,0
67,57.21,2499.51,4,1,6,two_year,e_wallet,middle,1
23,95.98,834.84,4,0,2,yearly,bank_transfer,middle,0
16,53.88,1236.56,1,1,6,monthly,e_wallet,young,1
59,115.21,926.82,2,1,3,yearly,credit_card,young,0
69,93.79,3441.25,2,1,8,two_year,credit_card,young,1
68,79.74,6385.07,3,0,4,two_year,e_wallet,senior,0
21,108.09,1216.93,3,0,2,yearly,bank_transfer,senior,1
70,24.96,1129.53,1,0,7,monthly,bank_transfer,senior,0
12,45.71,5183.09,1,0,5,yearly,bank_transfer,senior,1
16,66.5,1657.75,4,1,1,monthly,e_wallet,young,0
14,42.7,871.12,3,0,2,monthly,e_wallet,middle,1
61,94.39,1418.1,2,1,7,yearly,credit_card,middle,1
71,111.92,7397.48,4,1,9,yearly,bank_transfer,senior,0
46,62.38,6589.62,2,1,6,monthly,credit_card,middle,1
32,54.21,2897.11,4,1,9,monthly,credit_card,middle,1
15,116.16,5280.98,2,1,5,monthly,bank_transfer,middle,1
44,64.49,4344.48,1,1,0,monthly,e_wallet,senior,0
17,68.9,5449.28,4,0,8,two_year,e_wallet,young,0
41,55.16,5493.1,2,0,2,yearly,credit_card,young,0
54,110.95,5067.0,2,0,4,monthly,credit_card,middle,1
44,76.9,2202.2,3,0,6,yearly,credit_card,young,0
5,96.22,408.15,4,0,6,monthly,credit_card,young,1
27,101.18,3698.98,2,1,2,yearly,bank_transfer,senior,1
43,54.18,7138.69,3,0,3,yearly,credit_card,senior,0
31,63.37,4599.03,2,0,9,monthly,credit_card,middle,1
17,104.85,6675.89,4,0,6,monthly,e_wallet,middle,1
54,56.33,7933.83,1,1,7,yearly,e_wallet,middle,1
62,99.39,1392.57,4,1,1,yearly,e_wallet,senior,0
32,114.1,5565.04,4,1,8,yearly,bank_transfer,young,0
40,82.32,5426.92,2,0,6,two_year,bank_transfer,senior,0
13,94.16,7841.65,2,0,7,monthly,e_wallet,senior,1
35,100.51,7886.25,4,0,5,two_year,e_wallet,young,0
5,104.5,5524.76,3,0,5,two_year,credit_card,young,1
29,59.51,2024.56,3,0,8,monthly,credit_card,middle,0
70,25.13,6408.59,3,1,3,monthly,bank_transfer,young,1
25,60.19,945.53,2,0,4,two_year,bank_transfer,young,1
22,87.38,6267.52,2,1,8,monthly,credit_card,young,1
66,65.04,7290.55,4,0,0,yearly,e_wallet,young,0
45,94.9,3124.38,1,1,3,yearly,credit_card,middle,0
69,55.7,5082.02,2,1,6,two_year,bank_transfer,middle,0
1,83.47,3498.13,4,1,8,two_year,bank_transfer,young,1
44,38.64,3558.34,4,1,9,monthly,credit_card,young,0
39,94.94,2551.93,1,0,5,monthly,credit_card,middle,0
54,74.57,6120.82,3,0,7,two_year,credit_card,middle,0
29,40.41,7495.79,4,0,8,two_year,bank_transfer,young,1
54,49.19,7531.93,4,1,9,yearly,e_wallet,senior,1
16,94.86,1480.77,4,0,3,yearly,credit_card,middle,0
20,68.26,7010.47,3,0,0,monthly,bank_transfer,middle,0
46,41.6,5925.71,3,0,7,yearly,bank_transfer,middle,1
67,116.73,2097.42,1,0,1,monthly,bank_transfer,young,0
65,91.51,631.55,2,1,0,monthly,credit_card,young,0
58,115.71,2217.18,3,1,6,monthly,credit_card,middle,1
53,62.71,7306.45,2,0,9,yearly,e_wallet,young,0
1,67.51,5102.11,2,0,8,two_year,bank_transfer,young,0
66,109.8,5796.33,3,0,8,two_year,credit_card,middle,1
29,72.5,2131.5,4,1,2,yearly,bank_transfer,young,0
70,90.73,5783.17,1,1,5,two_year,bank_transfer,senior,0
8,45.22,322.16,2,1,6,monthly,e_wallet,young,0
29,64.67,3065.04,4,0,9,two_year,credit_card,young,0
51,32.34,5051.35,3,1,8,yearly,credit_card,middle,0
33,40.6,1254.16,2,1,1,two_year,bank_transfer,middle,0
3,20.09,6601.73,2,1,7,monthly,bank_transfer,senior,0
60,23.93,1956.75,2,1,6,monthly,e_wallet,young,1
35,117.73,5253.02,4,1,3,yearly,e_wallet,senior,0
69,44.24,3301.06,4,0,1,yearly,e_wallet,senior,0
20,86.33,4808.74,4,0,7,yearly,e_wallet,middle,0
39,103.91,948.86,2,0,4,monthly,e_wallet,young,0
4,75.07,233.61,2,0,5,two_year,e_wallet,middle,0
19,35.31,7285.56,1,1,6,two_year,bank_transfer,senior,1
45,92.81,2230.08,1,0,9,yearly,e_wallet,senior,0
43,80.03,6575.45,4,0,0,two_year,bank_transfer,middle,1
13,93.13,7994.87,4,0,7,two_year,bank_transfer,middle,1
13,96.97,1770.31,3,1,3,yearly,credit_card,middle,1
60,117.54,2194.85,4,0,8,yearly,bank_transfer,middle,1
57,77.36,5336.59,1,1,0,monthly,bank_transfer,middle,0
52,54.16,7727.04,1,1,1,monthly,e_wallet,senior,0
53,84.85,7334.93,1,1,5,monthly,bank_transfer,middle,1
43,26.84,4072.72,2,0,9,monthly,e_wallet,young,1
42,109.74,6381.37,2,1,0,two_year,e_wallet,senior,0
26,31.94,1172.39,4,0,3,two_year,e_wallet,senior,0
23,52.78,7821.76,3,0,7,monthly,credit_card,young,1
43,101.57,7718.39,3,0,9,monthly,e_wallet,young,1
28,79.73,1393.46,3,1,4,yearly,bank_transfer,senior,0
9,59.36,2465.44,2,1,8,two_year,e_wallet,middle,1
20,67.34,891.22,1,0,5,two_year,e_wallet,senior,0
56,105.45,2246.57,1,1,0,monthly,e_wallet,senior,0
39,54.0,6546.05,2,1,5,two_year,credit_card,young,0
51,106.96,3088.69,3,1,5,yearly,bank_transfer,senior,0
12,28.81,798.34,3,0,5,yearly,credit_card,middle,1
55,97.68,2803.58,4,1,7,two_year,bank_transfer,young,0
11,104.75,7852.93,4,1,5,monthly,credit_card,senior,1
26,38.18,5074.5,3,0,4,two_year,bank_transfer,senior,0
42,63.03,3387.67,2,1,1,yearly,credit_card,middle,0
27,36.55,1415.65,3,0,3,monthly,e_wallet,senior,1
11,90.66,7890.8,4,1,9,two_year,credit_card,senior,1
38,73.53,6584.71,3,1,4,monthly,credit_card,senior,0
43,83.53,2323.67,2,1,9,monthly,e_wallet,senior,1
19,39.65,653.54,1,1,3,yearly,e_wallet,middle,0
64,41.17,547.34,2,1,1,monthly,bank_transfer,senior,0
6,24.15,1050.99,2,1,6,two_year,bank_transfer,senior,0
46,52.21,4688.07,4,0,9,monthly,bank_transfer,senior,1
42,75.97,7437.23,2,1,9,monthly,credit_card,young,1
65,105.79,4024.27,2,1,1,two_year,bank_transfer,middle,0
59,86.69,6759.27,4,1,0,yearly,credit_card,young,0
52,63.54,3622.5,4,0,4,yearly,credit_card,young,0
47,115.31,5697.81,1,0,0,two_year,bank_transfer,middle,0
7,91.92,5881.79,3,0,0,two_year,bank_transfer,young,0
11,113.02,1474.31,2,1,0,yearly,credit_card,young,0
61,72.76,2953.61,4,1,5,monthly,e_wallet,young,0
68,45.89,5134.69,1,0,8,two_year,e_wallet,middle,1
25,25.28,658.5,3,0,9,monthly,credit_card,senior,0
12,92.61,2956.17,4,0,0,two_year,bank_transfer,middle,1
26,32.13,4324.92,3,1,4,yearly,credit_card,middle,0
12,50.28,7970.17,3,0,8,monthly,credit_card,middle,1
43,73.25,3848.82,2,1,8,monthly,bank_transfer,young,1
51,76.44,6546.85,2,1,0,two_year,e_wallet,senior,0
37,80.06,3513.33,4,1,7,monthly,credit_card,middle,1
46,36.63,6391.49,3,0,0,two_year,e_wallet,middle,0
53,57.97,4803.78,4,1,7,yearly,e_wallet,senior,1
13,81.72,7104.1,4,0,0,monthly,bank_transfer,senior,0
